Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
Kirk Hinrich,108,2014-15,95.0,13.3,-0.3,1.0,6.8,34.0,CHI,NBA,66.0,22.0,1610.0,4.6,12.2,2.7,6.8,1.9,5.4,1.1,1.6,0.6,3.2,3.9,4.8,1.5,0.4,2.3,4.6,12.1,0.373,0.39399999999999996,0.345,0.449,0.7,0.46799999999999997,2014,SG,5,Perimeter Scorer
Jrue Holiday,107,2014-15,109.0,23.1,1.4,3.4,18.8,24.0,NOP,NBA,40.0,37.0,1303.0,9.6,21.5,7.5,16.1,2.1,5.4,2.6,3.1,1.3,4.2,5.4,11.0,2.5,0.9,3.7,4.4,23.9,0.446,0.469,0.37799999999999995,0.493,0.855,0.522,2014,PG,2,Do It All
Justin Holiday,101,2014-15,100.0,18.8,0.2,1.3,12.1,25.0,GSW,NBA,59.0,4.0,657.0,6.8,17.5,4.2,9.4,2.6,8.1,2.8,3.3,0.9,4.5,5.4,3.6,3.0,0.9,2.2,4.0,18.9,0.387,0.444,0.321,0.462,0.8220000000000001,0.498,2014,SG,1,3&D
Ryan Hollins,109,2014-15,115.0,13.1,0.1,1.0,13.1,30.0,SAC,NBA,46.0,9.0,441.0,6.0,9.4,6.0,9.4,0.0,0.0,3.5,6.2,4.1,7.6,11.8,1.6,0.7,2.2,2.9,7.4,15.6,0.6459999999999999,0.6459999999999999,0.0,0.6459999999999999,0.574,0.648,2014,C,3,Backup Inside Big
Rodney Hood,107,2014-15,108.0,19.6,0.2,2.2,12.3,22.0,UTA,NBA,50.0,21.0,1064.0,7.7,18.7,4.6,10.2,3.1,8.5,3.0,4.0,0.4,5.4,5.8,4.1,1.5,0.6,2.2,5.9,21.6,0.414,0.456,0.365,0.4970000000000001,0.763,0.529,2014,SG,1,3&D
Al Horford,102,2014-15,114.0,22.2,3.4,8.7,21.4,28.0,ATL,NBA,76.0,76.0,2318.0,11.4,21.3,11.2,20.5,0.2,0.8,2.4,3.1,2.9,9.1,12.0,5.4,1.5,2.2,2.2,2.7,25.5,0.5379999999999999,0.547,0.306,0.544,0.759,0.563,2014,C,6,Star Inside Big
Dwight Howard,100,2014-15,105.0,23.3,0.3,3.6,19.2,29.0,HOU,NBA,41.0,41.0,1223.0,10.2,17.2,10.2,17.1,0.0,0.1,5.8,11.0,4.5,13.0,17.5,2.0,1.1,2.2,4.7,5.6,26.3,0.593,0.594,0.5,0.595,0.528,0.596,2014,C,2,Do It All
Robbie Hummel,113,2014-15,110.0,12.1,-0.3,0.8,9.7,25.0,MIN,NBA,45.0,4.0,742.0,5.4,11.8,4.3,8.3,1.1,3.5,1.6,2.0,2.1,7.1,9.2,1.9,1.1,0.6,1.2,5.9,13.6,0.45899999999999996,0.521,0.314,0.506,0.828,0.536,2014,SF,5,Perimeter Scorer
Kris Humphries,101,2014-15,108.0,18.3,0.2,3.8,15.4,29.0,WAS,NBA,64.0,17.0,1345.0,8.0,17.0,8.0,16.7,0.0,0.3,3.3,4.5,4.5,11.4,15.8,2.2,1.3,1.0,1.8,5.0,19.4,0.473,0.48100000000000004,0.0,0.473,0.7440000000000001,0.512,2014,PF,9,
Serge Ibaka,104,2014-15,109.0,18.9,1.5,5.6,16.6,25.0,OKC,NBA,64.0,64.0,2116.0,8.9,18.6,7.0,13.8,1.8,4.9,2.2,2.6,3.2,8.6,11.8,1.3,0.7,3.7,2.3,4.6,21.7,0.47600000000000003,0.511,0.376,0.525,0.836,0.5489999999999999,2014,PF,8,All Star
Andre Iguodala,103,2014-15,110.0,13.3,1.9,5.1,12.3,31.0,GSW,NBA,77.0,0.0,2069.0,5.5,11.7,3.7,6.7,1.7,5.0,1.6,2.7,1.0,5.0,6.1,5.4,2.1,0.6,2.1,2.4,14.3,0.466,0.5529999999999999,0.349,0.54,0.596,0.5529999999999999,2014,SF,7,Elite Wing
Ersan İlyasova,103,2014-15,111.0,22.1,0.6,4.0,16.8,27.0,MIL,NBA,58.0,36.0,1319.0,10.2,21.5,7.3,14.2,2.9,7.3,2.7,4.1,3.1,7.6,10.7,2.2,1.4,0.7,1.7,5.8,25.9,0.47200000000000003,0.515,0.389,0.539,0.645,0.5539999999999999,2014,PF,7,Elite Wing
Joe Ingles,106,2014-15,101.0,12.9,0.5,2.2,9.6,27.0,UTA,NBA,79.0,32.0,1673.0,4.7,11.2,2.4,4.8,2.3,6.4,1.0,1.3,0.7,4.9,5.6,5.8,2.3,0.3,3.1,3.9,12.6,0.415,0.493,0.35600000000000004,0.517,0.75,0.5329999999999999,2014,SF,1,3&D
Kyrie Irving,108,2014-15,117.0,26.2,3.7,10.4,21.5,22.0,CLE,NBA,75.0,75.0,2730.0,11.0,23.5,8.0,16.3,3.0,7.2,6.0,7.0,1.0,3.5,4.5,7.4,2.2,0.4,3.5,2.8,31.0,0.46799999999999997,0.491,0.415,0.532,0.863,0.583,2014,PG,4,Superstar
Jarrett Jack,109,2014-15,101.0,22.6,0.3,2.6,14.6,31.0,BRK,NBA,80.0,27.0,2241.0,8.3,18.9,7.4,15.5,0.9,3.4,4.6,5.2,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,0.439,0.47700000000000004,0.267,0.46299999999999997,0.8809999999999999,0.522,2014,PG,2,Do It All
Reggie Jackson,108,2014-15,106.0,24.6,1.6,4.9,17.2,24.0,TOT,NBA,77.0,40.0,2268.0,9.7,22.3,8.1,16.9,1.6,5.4,4.0,4.9,1.3,6.1,7.3,10.3,1.4,0.2,4.2,3.7,25.0,0.434,0.47700000000000004,0.299,0.47,0.83,0.511,2014,PG,8,All Star
Reggie Jackson,108,2014-15,106.0,24.6,1.6,4.9,17.2,24.0,TOT,NBA,77.0,40.0,2268.0,9.7,22.3,8.1,16.9,1.6,5.4,4.0,4.9,1.3,6.1,7.3,10.3,1.4,0.2,4.2,3.7,25.0,0.434,0.47700000000000004,0.299,0.47,0.83,0.511,2014,PG,8,All Star
Reggie Jackson,108,2014-15,106.0,24.6,1.6,4.9,17.2,24.0,TOT,NBA,77.0,40.0,2268.0,9.7,22.3,8.1,16.9,1.6,5.4,4.0,4.9,1.3,6.1,7.3,10.3,1.4,0.2,4.2,3.7,25.0,0.434,0.47700000000000004,0.299,0.47,0.83,0.511,2014,PG,8,All Star
LeBron James,105,2014-15,112.0,32.3,5.9,10.4,25.9,30.0,CLE,NBA,69.0,69.0,2493.0,13.0,26.7,10.5,19.6,2.5,7.1,7.8,11.0,1.1,7.6,8.7,10.7,2.3,1.0,5.7,2.8,36.3,0.488,0.536,0.354,0.535,0.71,0.5770000000000001,2014,SF,4,Superstar
Al Jefferson,100,2014-15,101.0,26.3,1.1,4.7,19.7,30.0,CHO,NBA,65.0,61.0,1992.0,12.6,26.2,12.5,26.1,0.1,0.1,2.8,4.3,2.6,11.6,14.2,2.9,1.2,2.2,1.8,3.6,28.0,0.48100000000000004,0.48200000000000004,0.4,0.48200000000000004,0.655,0.5,2014,C,8,All Star
Cory Jefferson,106,2014-15,101.0,18.1,-0.2,0.8,13.2,24.0,BRK,NBA,50.0,1.0,531.0,7.3,16.3,7.1,14.8,0.2,1.5,3.0,5.3,4.6,9.6,14.1,1.6,1.0,2.0,1.9,5.9,17.8,0.449,0.48,0.133,0.455,0.574,0.48,2014,PF,3,Backup Inside Big
Richard Jefferson,108,2014-15,109.0,15.3,0.4,2.3,11.3,34.0,DAL,NBA,74.0,18.0,1244.0,5.8,13.1,3.2,6.9,2.7,6.3,3.2,4.6,1.0,6.4,7.4,2.5,1.3,0.4,2.1,4.7,17.5,0.444,0.462,0.426,0.546,0.684,0.5770000000000001,2014,SF,1,3&D
Brandon Jennings,109,2014-15,110.0,26.3,1.1,3.3,19.7,25.0,DET,NBA,41.0,41.0,1173.0,9.6,23.9,6.3,14.6,3.4,9.3,5.3,6.3,0.9,3.7,4.6,12.0,1.9,0.2,4.0,2.8,27.9,0.401,0.428,0.36,0.47100000000000003,0.8390000000000001,0.522,2014,PG,2,Do It All
Jonas Jerebko,105,2014-15,114.0,16.2,0.9,3.5,15.0,27.0,TOT,NBA,75.0,0.0,1230.0,7.0,15.7,4.8,9.9,2.2,5.8,2.3,2.7,3.9,7.8,11.7,2.9,1.9,0.7,1.8,5.6,18.6,0.446,0.48100000000000004,0.386,0.517,0.848,0.5489999999999999,2014,PF,7,Elite Wing
Jonas Jerebko,105,2014-15,114.0,16.2,0.9,3.5,15.0,27.0,TOT,NBA,75.0,0.0,1230.0,7.0,15.7,4.8,9.9,2.2,5.8,2.3,2.7,3.9,7.8,11.7,2.9,1.9,0.7,1.8,5.6,18.6,0.446,0.48100000000000004,0.386,0.517,0.848,0.5489999999999999,2014,PF,7,Elite Wing
Jonas Jerebko,105,2014-15,114.0,16.2,0.9,3.5,15.0,27.0,TOT,NBA,75.0,0.0,1230.0,7.0,15.7,4.8,9.9,2.2,5.8,2.3,2.7,3.9,7.8,11.7,2.9,1.9,0.7,1.8,5.6,18.6,0.446,0.48100000000000004,0.386,0.517,0.848,0.5489999999999999,2014,PF,7,Elite Wing
Amir Johnson,107,2014-15,115.0,15.7,1.9,5.1,15.4,27.0,TOR,NBA,75.0,72.0,1979.0,7.8,13.6,7.3,12.4,0.5,1.2,2.1,3.4,4.2,7.8,11.9,3.1,1.1,1.5,2.9,5.9,18.1,0.574,0.59,0.413,0.5920000000000001,0.612,0.603,2014,PF,2,Do It All
Chris Johnson,105,2014-15,102.0,15.0,0.0,0.8,10.2,24.0,TOT,NBA,29.0,2.0,526.0,6.1,15.1,3.3,5.8,2.7,9.3,1.4,1.6,0.8,4.6,5.4,1.5,2.5,0.7,1.5,4.3,16.3,0.40299999999999997,0.5760000000000001,0.295,0.494,0.875,0.515,2014,SF,5,Perimeter Scorer
Chris Johnson,105,2014-15,102.0,15.0,0.0,0.8,10.2,24.0,TOT,NBA,29.0,2.0,526.0,6.1,15.1,3.3,5.8,2.7,9.3,1.4,1.6,0.8,4.6,5.4,1.5,2.5,0.7,1.5,4.3,16.3,0.40299999999999997,0.5760000000000001,0.295,0.494,0.875,0.515,2014,SF,5,Perimeter Scorer
Chris Johnson,105,2014-15,102.0,15.0,0.0,0.8,10.2,24.0,TOT,NBA,29.0,2.0,526.0,6.1,15.1,3.3,5.8,2.7,9.3,1.4,1.6,0.8,4.6,5.4,1.5,2.5,0.7,1.5,4.3,16.3,0.40299999999999997,0.5760000000000001,0.295,0.494,0.875,0.515,2014,SF,5,Perimeter Scorer
Chris Johnson,105,2014-15,102.0,15.0,0.0,0.8,10.2,24.0,TOT,NBA,29.0,2.0,526.0,6.1,15.1,3.3,5.8,2.7,9.3,1.4,1.6,0.8,4.6,5.4,1.5,2.5,0.7,1.5,4.3,16.3,0.40299999999999997,0.5760000000000001,0.295,0.494,0.875,0.515,2014,SF,5,Perimeter Scorer
James Johnson,104,2014-15,114.0,17.4,1.6,4.1,17.9,27.0,TOR,NBA,70.0,17.0,1370.0,9.0,15.2,8.6,13.3,0.4,1.9,2.5,3.8,2.3,7.4,9.7,3.6,2.0,2.6,3.0,5.9,20.9,0.589,0.643,0.21600000000000005,0.603,0.657,0.617,2014,PF,2,Do It All
Joe Johnson,110,2014-15,105.0,20.3,1.5,4.1,14.1,33.0,BRK,NBA,80.0,80.0,2791.0,8.3,19.0,6.0,12.8,2.2,6.3,2.6,3.3,1.0,6.1,7.1,5.4,1.1,0.3,2.5,2.2,21.4,0.435,0.47200000000000003,0.359,0.494,0.8009999999999999,0.523,2014,SG,7,Elite Wing
Tyler Johnson,105,2014-15,99.0,17.0,0.1,0.8,12.0,22.0,MIA,NBA,32.0,2.0,603.0,6.1,14.6,4.6,10.4,1.6,4.2,2.8,4.1,1.2,5.9,7.1,3.7,2.9,0.8,2.6,3.7,16.6,0.419,0.4370000000000001,0.375,0.473,0.6809999999999999,0.506,2014,SG,1,3&D
Wesley Johnson,112,2014-15,102.0,16.4,0.3,1.7,11.1,27.0,LAL,NBA,76.0,59.0,2245.0,6.5,15.7,4.4,9.8,2.1,5.9,2.0,2.5,1.5,5.7,7.3,2.8,1.3,1.0,2.0,3.7,17.1,0.414,0.451,0.35100000000000003,0.48,0.804,0.509,2014,SF,1,3&D
James Jones,110,2014-15,117.0,15.8,0.1,1.5,11.1,34.0,CLE,NBA,57.0,2.0,669.0,5.7,15.6,0.9,2.0,4.9,13.6,3.0,3.6,0.7,4.1,4.8,1.9,1.0,0.6,1.0,5.2,19.4,0.368,0.423,0.36,0.525,0.848,0.565,2014,SF,1,3&D
Perry Jones,108,2014-15,92.0,15.3,-0.5,0.2,6.9,23.0,OKC,NBA,43.0,13.0,631.0,5.8,14.6,4.7,9.9,1.1,4.8,1.9,2.9,0.5,5.6,6.0,1.4,1.4,0.6,1.9,4.0,14.6,0.397,0.47600000000000003,0.233,0.435,0.649,0.45899999999999996,2014,SF,5,Perimeter Scorer
Terrence Jones,102,2014-15,114.0,18.4,0.7,3.0,18.3,23.0,HOU,NBA,33.0,24.0,889.0,8.8,16.7,8.1,14.7,0.7,2.1,3.2,5.3,4.4,7.9,12.3,2.0,1.0,3.3,2.1,4.4,21.6,0.528,0.5529999999999999,0.35100000000000003,0.55,0.606,0.5670000000000001,2014,PF,2,Do It All
DeAndre Jordan,98,2014-15,126.0,13.6,4.3,12.8,21.0,26.0,LAC,NBA,82.0,82.0,2820.0,6.8,9.6,6.8,9.5,0.0,0.1,3.4,8.5,7.1,14.9,22.0,1.1,1.5,3.3,2.0,4.4,17.0,0.71,0.713,0.25,0.711,0.397,0.638,2014,C,4,Superstar
Cory Joseph,104,2014-15,115.0,17.0,1.0,4.5,15.5,23.0,SAS,NBA,79.0,14.0,1444.0,7.3,14.6,6.8,13.0,0.6,1.6,3.7,5.1,1.6,5.2,6.8,6.7,1.6,0.6,2.4,3.7,19.0,0.504,0.52,0.364,0.523,0.7340000000000001,0.564,2014,PG,2,Do It All
Chris Kaman,101,2014-15,103.0,22.5,0.2,3.3,17.3,32.0,POR,NBA,74.0,13.0,1398.0,10.3,20.0,10.3,20.0,0.0,0.0,2.6,3.7,5.4,12.2,17.6,2.4,0.7,2.0,3.9,5.1,23.3,0.515,0.515,0.0,0.515,0.706,0.537,2014,C,9,
Enes Kanter,106,2014-15,111.0,24.7,-0.1,6.4,20.3,22.0,TOT,NBA,75.0,74.0,2135.0,11.7,22.6,11.3,21.5,0.4,1.1,4.5,5.7,6.7,9.6,16.3,1.3,0.9,0.7,3.5,4.6,28.3,0.519,0.528,0.35600000000000004,0.528,0.782,0.564,2014,C,6,Star Inside Big
Enes Kanter,106,2014-15,111.0,24.7,-0.1,6.4,20.3,22.0,TOT,NBA,75.0,74.0,2135.0,11.7,22.6,11.3,21.5,0.4,1.1,4.5,5.7,6.7,9.6,16.3,1.3,0.9,0.7,3.5,4.6,28.3,0.519,0.528,0.35600000000000004,0.528,0.782,0.564,2014,C,6,Star Inside Big
Enes Kanter,106,2014-15,111.0,24.7,-0.1,6.4,20.3,22.0,TOT,NBA,75.0,74.0,2135.0,11.7,22.6,11.3,21.5,0.4,1.1,4.5,5.7,6.7,9.6,16.3,1.3,0.9,0.7,3.5,4.6,28.3,0.519,0.528,0.35600000000000004,0.528,0.782,0.564,2014,C,6,Star Inside Big
Sergey Karasev,109,2014-15,104.0,14.4,0.1,0.7,10.5,21.0,BRK,NBA,33.0,16.0,555.0,5.0,12.5,3.5,7.5,1.5,5.0,2.7,3.5,2.1,4.1,6.2,4.3,2.1,0.1,2.2,4.2,14.3,0.40299999999999997,0.475,0.29600000000000004,0.46299999999999997,0.763,0.508,2014,SG,5,Perimeter Scorer
Ryan Kelly,112,2014-15,101.0,14.0,-0.3,0.7,8.6,23.0,LAL,NBA,52.0,34.0,1233.0,4.3,12.8,2.4,7.2,1.9,5.5,3.3,3.9,0.5,5.5,6.0,3.8,1.2,1.0,1.5,4.9,13.8,0.337,0.337,0.336,0.409,0.8320000000000001,0.473,2014,PF,5,Perimeter Scorer
Michael Kidd-Gilchrist,103,2014-15,106.0,18.4,0.5,3.8,15.1,21.0,CHO,NBA,55.0,52.0,1587.0,7.3,15.7,7.3,15.7,0.0,0.0,4.9,7.0,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,0.465,0.465,0.0,0.465,0.701,0.519,2014,SF,9,
Brandon Knight,104,2014-15,103.0,25.9,1.6,4.5,17.1,23.0,TOT,NBA,63.0,61.0,2035.0,9.4,22.2,6.2,14.2,3.1,8.0,4.9,5.6,0.7,5.4,6.1,8.2,2.2,0.2,4.7,2.8,26.7,0.42200000000000004,0.441,0.389,0.493,0.8740000000000001,0.5429999999999999,2014,PG-SG,7,Elite Wing
Brandon Knight,104,2014-15,103.0,25.9,1.6,4.5,17.1,23.0,TOT,NBA,63.0,61.0,2035.0,9.4,22.2,6.2,14.2,3.1,8.0,4.9,5.6,0.7,5.4,6.1,8.2,2.2,0.2,4.7,2.8,26.7,0.42200000000000004,0.441,0.389,0.493,0.8740000000000001,0.5429999999999999,2014,PG,7,Elite Wing
Brandon Knight,104,2014-15,103.0,25.9,1.6,4.5,17.1,23.0,TOT,NBA,63.0,61.0,2035.0,9.4,22.2,6.2,14.2,3.1,8.0,4.9,5.6,0.7,5.4,6.1,8.2,2.2,0.2,4.7,2.8,26.7,0.42200000000000004,0.441,0.389,0.493,0.8740000000000001,0.5429999999999999,2014,SG,7,Elite Wing
Kyle Korver,106,2014-15,122.0,14.4,3.3,7.5,14.8,33.0,ATL,NBA,75.0,75.0,2418.0,6.2,12.7,1.5,3.2,4.7,9.5,2.2,2.5,0.3,6.1,6.4,4.1,1.1,0.9,2.3,3.0,19.3,0.48700000000000004,0.47,0.4920000000000001,0.6709999999999999,0.898,0.6990000000000001,2014,SG,8,All Star
Kosta Koufos,99,2014-15,103.0,15.8,0.2,3.3,14.2,25.0,MEM,NBA,81.0,3.0,1348.0,7.0,13.9,7.0,13.9,0.0,0.0,2.1,3.3,4.7,11.8,16.5,1.4,1.1,2.4,2.7,5.7,16.2,0.508,0.508,0.0,0.508,0.647,0.53,2014,C,9,
Jeremy Lamb,106,2014-15,110.0,20.5,0.1,1.6,14.9,22.0,OKC,NBA,47.0,8.0,633.0,8.2,19.8,5.2,11.0,3.0,8.8,3.9,4.4,0.6,7.8,8.5,3.5,1.7,0.5,2.1,4.1,23.4,0.41600000000000004,0.475,0.342,0.4920000000000001,0.8909999999999999,0.5379999999999999,2014,SG,1,3&D
Carl Landry,111,2014-15,115.0,18.1,-0.5,2.8,14.9,31.0,SAC,NBA,70.0,15.0,1192.0,8.0,15.6,8.0,15.6,0.0,0.0,5.2,6.3,4.2,7.1,11.3,1.1,0.6,0.7,2.3,5.6,21.2,0.515,0.515,0.0,0.515,0.82,0.578,2014,PF,9,
Shane Larkin,110,2014-15,102.0,13.6,-0.2,1.7,10.9,22.0,NYK,NBA,76.0,22.0,1865.0,5.3,12.2,4.3,8.9,1.0,3.3,1.7,2.2,0.8,4.1,5.0,6.4,2.6,0.3,2.3,4.2,13.3,0.433,0.48100000000000004,0.302,0.473,0.782,0.504,2014,PG,1,3&D
Zach LaVine,114,2014-15,95.0,22.0,-1.2,-0.7,11.3,19.0,MIN,NBA,77.0,40.0,1902.0,7.6,18.1,6.1,13.6,1.5,4.5,4.0,4.7,0.7,5.0,5.7,7.4,1.4,0.3,5.2,4.2,20.8,0.42200000000000004,0.449,0.341,0.465,0.8420000000000001,0.515,2014,PG,5,Perimeter Scorer
Ty Lawson,111,2014-15,113.0,20.6,1.7,7.0,18.5,27.0,DEN,NBA,75.0,75.0,2665.0,7.6,17.4,6.3,13.5,1.3,3.8,5.0,6.8,0.8,3.6,4.4,13.5,1.7,0.2,3.5,2.4,21.4,0.436,0.46299999999999997,0.341,0.474,0.73,0.526,2014,PG,8,All Star
Courtney Lee,106,2014-15,109.0,15.2,1.5,4.8,11.5,29.0,MEM,NBA,77.0,74.0,2354.0,6.4,14.3,4.4,9.3,2.0,5.0,2.5,2.9,0.5,3.5,3.9,3.3,1.7,0.3,1.7,2.9,17.2,0.44799999999999995,0.473,0.402,0.518,0.86,0.555,2014,SG,7,Elite Wing
David Lee,100,2014-15,112.0,19.6,0.8,3.2,17.8,31.0,GSW,NBA,49.0,4.0,904.0,8.6,16.9,8.6,16.8,0.0,0.1,3.7,5.6,4.4,9.5,13.9,4.6,1.7,1.4,2.6,4.5,21.0,0.511,0.514,0.0,0.511,0.654,0.541,2014,PF,9,
Alex Len,103,2014-15,107.0,13.7,0.4,3.4,13.5,21.0,PHO,NBA,69.0,44.0,1518.0,5.9,11.6,5.8,11.5,0.0,0.1,2.4,3.4,4.7,10.2,14.9,1.1,1.1,3.4,2.4,7.0,14.2,0.507,0.509,0.33299999999999996,0.508,0.7020000000000001,0.542,2014,C,2,Do It All
Kawhi Leonard,96,2014-15,113.0,23.0,4.1,8.6,22.0,23.0,SAS,NBA,64.0,64.0,2033.0,9.9,20.7,8.2,15.9,1.7,4.8,5.1,6.3,2.1,9.5,11.6,4.1,3.7,1.2,2.4,3.2,26.6,0.479,0.519,0.349,0.52,0.802,0.5670000000000001,2014,SF,8,All Star
Meyers Leonard,102,2014-15,117.0,15.8,0.5,2.8,14.8,22.0,POR,NBA,55.0,7.0,847.0,7.5,14.7,4.7,8.0,2.8,6.7,1.8,1.9,2.8,12.3,15.0,1.9,0.6,0.8,2.3,6.8,19.7,0.51,0.586,0.42,0.606,0.938,0.631,2014,C,7,Elite Wing
Jon Leuer,102,2014-15,99.0,18.6,-0.2,1.3,11.9,25.0,MEM,NBA,63.0,6.0,824.0,7.7,17.3,7.2,15.5,0.4,1.8,2.3,3.7,3.2,9.9,13.1,2.9,1.1,0.6,2.2,5.4,18.1,0.44299999999999995,0.467,0.24100000000000002,0.456,0.627,0.478,2014,PF,3,Backup Inside Big
Damian Lillard,105,2014-15,112.0,26.9,5.2,10.6,20.7,24.0,POR,NBA,82.0,82.0,2925.0,10.3,23.7,6.9,13.7,3.4,10.0,6.0,6.9,0.9,5.7,6.6,8.8,1.7,0.4,3.9,2.9,30.0,0.434,0.5,0.34299999999999997,0.506,0.8640000000000001,0.56,2014,PG,4,Superstar
Jeremy Lin,110,2014-15,104.0,21.9,0.6,2.7,15.6,26.0,LAL,NBA,74.0,30.0,1907.0,7.4,17.5,5.7,12.8,1.7,4.7,5.7,7.2,0.7,4.6,5.2,9.1,2.2,0.9,4.4,5.1,22.3,0.424,0.444,0.369,0.473,0.795,0.539,2014,PG,2,Do It All
Shaun Livingston,104,2014-15,107.0,15.9,0.1,3.3,12.9,29.0,GSW,NBA,78.0,2.0,1468.0,6.6,13.2,6.6,13.1,0.0,0.1,2.2,3.0,1.4,4.7,6.1,8.6,1.6,0.7,3.4,3.7,15.3,0.5,0.503,0.0,0.5,0.7140000000000001,0.529,2014,PG,3,Backup Inside Big
Brook Lopez,105,2014-15,112.0,26.3,1.1,7.0,22.7,26.0,BRK,NBA,72.0,44.0,2100.0,12.5,24.3,12.4,24.1,0.0,0.2,5.5,6.8,5.3,7.9,13.2,1.2,1.1,3.1,2.6,5.1,30.5,0.513,0.517,0.1,0.513,0.8140000000000001,0.5579999999999999,2014,C,6,Star Inside Big
Robin Lopez,104,2014-15,117.0,15.5,1.7,5.1,16.2,26.0,POR,NBA,59.0,59.0,1638.0,7.3,13.6,7.3,13.6,0.0,0.0,3.0,4.0,5.9,6.3,12.3,1.7,0.5,2.6,2.3,3.8,17.6,0.535,0.537,0.0,0.535,0.772,0.574,2014,C,9,
Kevin Love,105,2014-15,115.0,21.7,2.5,8.7,18.8,26.0,CLE,NBA,75.0,75.0,2532.0,8.5,19.5,5.5,11.5,3.0,8.0,5.3,6.6,2.9,12.1,15.0,3.4,1.0,0.8,2.5,2.9,25.2,0.434,0.48,0.3670000000000001,0.509,0.804,0.562,2014,PF,8,All Star
Kyle Lowry,107,2014-15,110.0,25.4,3.4,7.1,19.3,28.0,TOR,NBA,70.0,70.0,2414.0,9.2,22.3,6.4,14.0,2.8,8.4,5.4,6.7,1.2,5.9,7.0,10.1,2.3,0.3,3.7,4.5,26.6,0.41200000000000003,0.457,0.33799999999999997,0.47600000000000003,0.8079999999999999,0.527,2014,PG,8,All Star
Shelvin Mack,106,2014-15,102.0,19.5,-0.2,1.3,13.2,24.0,ATL,NBA,55.0,0.0,833.0,7.2,17.9,4.7,10.1,2.5,7.8,1.5,1.9,0.5,4.4,4.8,9.5,1.8,0.1,3.0,2.0,18.3,0.401,0.467,0.315,0.469,0.8059999999999999,0.489,2014,PG,1,3&D
Ian Mahinmi,100,2014-15,98.0,12.5,0.2,2.1,10.8,28.0,IND,NBA,61.0,6.0,1146.0,5.3,9.5,5.3,9.5,0.0,0.0,1.4,4.6,4.7,11.3,16.0,1.5,1.3,2.1,2.7,7.7,11.9,0.552,0.552,0.0,0.552,0.304,0.516,2014,C,3,Backup Inside Big
Shawn Marion,107,2014-15,106.0,12.9,0.2,1.7,11.0,36.0,CLE,NBA,57.0,24.0,1101.0,5.6,12.6,5.1,10.4,0.6,2.2,1.2,1.6,3.0,6.5,9.5,2.4,1.3,1.3,1.6,2.7,13.0,0.446,0.484,0.261,0.46799999999999997,0.765,0.489,2014,SF,1,3&D
Kendall Marshall,105,2014-15,104.0,15.1,-0.2,0.8,12.4,23.0,MIL,NBA,28.0,3.0,417.0,5.6,12.4,3.4,6.7,2.2,5.6,1.0,1.1,0.2,3.2,3.4,10.5,2.6,0.0,4.3,3.2,14.4,0.455,0.509,0.391,0.545,0.889,0.562,2014,PG,1,3&D
Kevin Martin,115,2014-15,107.0,26.6,0.0,1.9,16.7,31.0,MIN,NBA,39.0,36.0,1302.0,10.4,24.4,7.5,16.9,2.9,7.5,6.6,7.5,0.7,4.8,5.5,3.5,1.3,0.0,3.0,3.0,30.4,0.4270000000000001,0.442,0.39299999999999996,0.48700000000000004,0.8809999999999999,0.5489999999999999,2014,SG,2,Do It All
Wesley Matthews,105,2014-15,114.0,19.8,3.0,6.2,16.1,28.0,POR,NBA,60.0,60.0,2024.0,8.5,18.9,4.1,7.7,4.4,11.2,2.7,3.7,1.0,4.6,5.6,3.5,1.9,0.3,2.0,3.3,24.1,0.44799999999999995,0.534,0.389,0.563,0.752,0.586,2014,SG,8,All Star
Jason Maxiell,103,2014-15,99.0,13.1,-0.1,1.4,10.4,31.0,CHO,NBA,61.0,0.0,878.0,4.8,11.3,4.8,11.3,0.0,0.0,2.4,4.2,5.1,6.9,11.9,1.1,1.1,2.6,1.7,5.6,11.9,0.42200000000000004,0.42200000000000004,0.0,0.42200000000000004,0.5770000000000001,0.455,2014,PF,3,Backup Inside Big
O.J. Mayo,105,2014-15,101.0,23.6,0.3,2.8,13.5,27.0,MIL,NBA,71.0,15.0,1697.0,8.9,21.1,5.9,12.7,3.0,8.3,3.5,4.2,0.9,4.7,5.6,5.9,1.7,0.5,3.8,5.0,24.2,0.42200000000000004,0.465,0.35700000000000004,0.493,0.8270000000000001,0.529,2014,SG,7,Elite Wing
Luc Mbah a Moute,106,2014-15,93.0,18.3,-0.6,1.1,10.6,28.0,PHI,NBA,67.0,61.0,1916.0,6.6,16.6,4.9,11.4,1.6,5.3,2.5,4.3,2.1,6.4,8.6,2.8,2.1,0.5,2.6,2.7,17.3,0.395,0.435,0.307,0.44299999999999995,0.589,0.466,2014,PF,1,3&D
